yr,va,j,value
2001,surplus,sle,29.313733794801482
2001,surplus,osv,76.19324018827218
2001,surplus,trn,6.805204580428046
2001,surplus,smn,7.870958486872986
2001,surplus,fmt,32.15094675757583
2001,surplus,pet,54.5792177043159
2001,surplus,mvt,29.203143017246862
2001,surplus,cep,32.01457607056599
2001,surplus,wst,11.355760840803844
2001,surplus,mot,49.780901427614324
2001,surplus,adm,53.2403173070205
2001,surplus,soc,10.781974871278207
2001,surplus,alt,4.762480557891095
2001,surplus,pmt,7.506323606066551
2001,surplus,trk,32.868444121973184
2001,surplus,fdd,102.05809899504094
2001,surplus,gmt,12.796264414374596
2001,surplus,wtt,4.355772785175195
2001,surplus,wpd,5.124205776324275
2001,surplus,wht,149.325767590128
2001,surplus,wrh,5.2436745490672045
2001,surplus,ott,89.52909223073276
2001,surplus,che,112.71986163022979
2001,surplus,air,0.5006845477962089
2001,surplus,mmf,18.994140423107094
2001,surplus,otr,18.34300223198572
2001,surplus,min,11.713075327892799
2001,compen,ppd,33.3059243391623
2001,compen,res,132.84232656462086
2001,compen,com,111.8066321942816
2001,compen,amb,234.89939809205165
2001,compen,fbp,73.369614024727
2001,compen,rec,30.1793448824314
2001,compen,con,326.63310883105623
2001,compen,agr,20.757561359384688
2001,compen,eec,30.28606644781737
2001,compen,fnd,88.6647781204085
2001,compen,pub,75.97101088875787
2001,compen,hou,11.148370349865557
2001,compen,fbt,67.75325322624118
2001,compen,ins,143.22346178107276
2001,compen,tex,18.50483533856826
2001,compen,leg,81.2056701989767
2001,compen,fen,53.9176596417931
2001,compen,uti,54.087713302737065
2001,compen,nmp,26.16700818536699
2001,compen,brd,109.58058042183536
2001,compen,bnk,151.65965189404363
2001,compen,ore,45.66812018854623
2001,compen,edu,79.95391248129422
2001,compen,ote,51.625285067913666
2001,compen,man,150.8532477202515
2001,compen,mch,75.5214970923098
2001,compen,dat,33.505500683786956
2001,compen,amd,50.79811896173837
2001,compen,oil,14.112531271642615
2001,compen,hos,177.09372326769815
2001,compen,rnt,24.686240531144357
2001,compen,pla,38.910042972993544
2001,compen,fof,10.453791086986653
2001,compen,fin,1.1838391880092978
2001,compen,tsv,284.8616877673926
2001,compen,nrs,68.8164716425217
2001,compen,sec,155.07352814588575
2001,compen,art,27.934061324211115
2001,compen,mov,22.47160680951663
2001,compen,fpd,22.787809266663153
2001,compen,slg,784.4436850593873
2001,compen,pri,34.33739164708347
2001,compen,grd,10.76465325464227
2001,compen,pip,4.716511079645549
2001,compen,sle,61.86830765452755
2001,compen,osv,178.04929945670753
2001,compen,trn,15.882360105299094
2001,compen,smn,11.426925182865817
2001,compen,fmt,77.84551012076354
2001,compen,pet,12.069664287750808
2001,compen,mvt,81.36193594692858
2001,compen,cep,136.96788840466402
2001,compen,wst,15.196884136238156
2001,compen,mot,74.02454552047023
2001,compen,adm,209.16962931562566
2001,compen,soc,44.154182646200276
2001,compen,alt,14.340247417171406
2001,compen,pmt,34.95407896419532
2001,compen,trk,59.52573546907081
2001,compen,fdd,125.99621379953635
2001,compen,gmt,57.4767863565904
2001,compen,wtt,3.6628553879479475
2001,compen,wpd,21.553041022236332
2001,compen,wht,328.7913112565172
2001,compen,wrh,20.159526076052902
2001,compen,ott,207.8005685270805
2001,compen,che,74.72842337317546
2001,compen,air,44.51937815607634
2001,compen,mmf,37.4027833141417
2001,compen,otr,49.70195629395576
2001,compen,min,13.19851938587803
2002,surplus,ppd,20.830108978769562
2002,surplus,res,52.293053523530574
2002,surplus,com,8.329715584686733
2002,surplus,amb,77.17654854034647
2002,surplus,fbp,82.29797226593756
2002,surplus,rec,9.78374004016705
2002,surplus,con,160.4885434845217
2002,surplus,agr,58.96363130450073
2002,surplus,eec,14.593068746789575
2002,surplus,fnd,61.585644097226314
2002,surplus,pub,64.59525837799804
2002,surplus,hou,893.5428860623236
2002,surplus,fbt,28.01583663100453
2002,surplus,ins,89.18866077287475
2002,surplus,tex,5.791016405028062
2002,surplus,leg,56.14284389761472
2002,surplus,fen,12.156310725991286
2002,surplus,uti,86.8482617650061
2002,surplus,nmp,14.858975916183272
2002,surplus,brd,143.3279652840966
2002,surplus,bnk,214.97582473036195
2002,surplus,ore,159.49373607216825
2002,surplus,edu,13.534226331279985
2002,surplus,ote,20.56267735661737
2002,surplus,man,19.051298317482157
2002,surplus,mch,26.8173129279068
2002,surplus,dat,26.342175910610504
2002,surplus,amd,29.896376656852144
2002,surplus,oil,45.57438408537908
2002,surplus,hos,27.405334686071853
2002,surplus,rnt,111.2829234640121
2002,surplus,pla,22.886181558294595
2002,surplus,fof,9.904086237074742
2002,surplus,fin,15.038284653727024
2002,surplus,tsv,163.66358094221505
2002,surplus,nrs,4.000079416658966
2002,surplus,sec,25.223620083289124
2002,surplus,art,22.827779620816163
2002,surplus,mov,45.4777978848196
2002,surplus,fpd,8.399801708942661
2002,surplus,slg,101.27193759131859
2002,surplus,pri,8.69203498841695
2002,surplus,grd,7.487080501942178
2002,surplus,pip,4.976690396841132
2002,surplus,sle,28.686067629630962
2002,surplus,osv,83.11889408860455
2002,surplus,trn,6.030882145152764
2002,surplus,smn,4.407524093818749
2002,surplus,fmt,30.00382894020047
2002,surplus,pet,37.73976407088164
2002,surplus,mvt,32.66821546284977
2002,surplus,cep,47.17540360369749
2002,surplus,wst,12.580798177841913
2002,surplus,mot,58.891834476100556
2002,surplus,adm,53.126419983501194
2002,surplus,soc,10.611866495114896
2002,surplus,alt,5.067352437726283
2002,surplus,pmt,11.51939667882999
2002,surplus,trk,32.39446217130126
2002,surplus,fdd,103.08189718275656
2002,surplus,gmt,13.423069067826868
2002,surplus,wtt,3.223857149935394
2002,surplus,wpd,5.1378724085562615
2002,surplus,wht,147.42026483756726
2002,surplus,wrh,5.5548549988697395
2002,surplus,ott,92.15044492625564
